Course,Course Title,Description,credit_hours,level
Physics & Astronomy,"PHYS 2710 The Nanoscale Physics of Energy, Information, and Environment  (4 Credits)","This course, intended for physics majors with interests in nanoscale science and applications in condensed matter physics, sustainability, complex systems, and similar topics but open to other science or engineering majors on request, is formed from a series of quantitative explorations of the physics underpinning critical challenges for science and society in the 21st century. The level goes beyond introductory material, and students will exercise a basic understanding of quantum mechanics, chemical bonding, and thermodynamics. The goal is provide the bedrock understanding of the grand challenges that enables scientifically ""literate"" citizenship and action. Planned topics include the molecular and chemical physics that influences climate, the fundamentals of energy consumption in organisms, the nanoscale physics of information technology and energy generation. We will naturally explore connections between these areas.
Enforced Prerequisites and Restrictions:
(PHYS 1213ORPHYS 1214) ANDMATH 1953.",4,Beginner
Physics & Astronomy,PHYS 2830 Natural Optics  (3 Credits),"An investigation of naturally occurring optical phenomena with an emphasis on observational characteristics and causes. The winter 2020 planned offering will be hybrid, with in-class and online meetings. Credit can apply toward physics or astrophysics minor. Prerequisite:PHYS 1113,PHYS 1213orPHYS 1214or instructor's permission.",3,Unknown
Physics & Astronomy,PHYS 2991 Independent Study  (1-10 Credits),,10,Unknown
Physics & Astronomy,PHYS 2995 Independent Research  (1-10 Credits),,10,Unknown
Physics & Astronomy,PHYS 3100 Senior Seminar  (2 Credits),"This course offers primers on literature research, practices of a good scientific writing, putting together a good presentation or report, carrying out and documenting research, preparing for graduate program and/or job. Required for all Physics majors. Prerequisite:PHYS 2252.",2,Unknown
Physics & Astronomy,PHYS 3111 Quantum Physics I  (4 Credits),"First of a two-quarter sequence. The Schrödinger equation: interpretation of wave functions; the uncertainty principle; stationary states;  the free particle and wave packets; the harmonic oscillator; square well potentials. Hilbert space: observables, commutator algebra, eigenfunctions of a Hermitian operator; the hydrogen atom and hydrogenic atoms. Prerequisites:PHYS 2252,PHYS 2260, PHYS 2556,PHYS 3612andMATH 2070.",4,Unknown
Physics & Astronomy,PHYS 3112 Quantum Physics II  (4 Credits),Second of a two-quarter sequence. Angular momentum and spin; identical particles; the Pauli exclusion principle; atoms and solids: band theory; perturbation theory; the fine structure of hydrogen; the Zeeman effect; hyperfine splitting; the variational principle; the WKB approximation; tunneling; time dependent perturbation theory; emission and absorption of radiation. Scattering: partial wave analysis; the Born approximation. Prerequisite:PHYS 3111.,4,Unknown
Physics & Astronomy,PHYS 3251 Astrophysics: Radiative Processes  (4 Credits),"Because light is the primary means by which astronomers learn about the Universe, understanding the production and subsequent behavior of light is key to interpreting astronomical observations. This course introduces students to the physics of astrophysical radiation and its interaction with matter as it travels from its source to our detectors. Topics may include radiative transfer, emission and absorption processes, Compton processes, synchrotron radiation, thermodynamic equilibrium, radiative and collisional excitation, and spectroscopy of atoms and molecules. The course is aimed at advanced undergraduates, as well as graduate students focusing on astrophysics research. Credit can apply toward physics or astrophysics minor. Prerequisites:PHYS 2252andMATH 1953, or instructor's permission.",4,Advanced
Physics & Astronomy,PHYS 3252 Astrophysics: Observations  (4 Credits),"Astronomy is fundamentally an observational science and as such it is important for practitioners to understand how their data are collected and analyzed. This course is therefore a comprehensive review of current observational techniques and instruments, aimed at advanced undergraduates, as well as graduate students focusing on astrophysics research. This class introduces students to the capabilities and limitations of different types of instruments while exploring the sources and types of noise and providing statistical tools necessary for interpreting observational data. Credit can apply toward physics or astrophysics minor. Prerequisites:PHYS 2252andMATH 1953, or instructor's permission.",4,Advanced
Physics & Astronomy,PHYS 3254 Astrophysics: Stars  (4 Credits),"Stars are the fundamental building blocks of the Universe. Hence, understanding the nature of stars is the first step toward understanding the Universe. This course is therefore intended to introduce students to the rigorous physical and mathematical treatise of stellar structure and evolution. Topics may include the theoretical origins and applications fundamental equations of stellar structure and other supporting equations, and theoretical and observational applications of stellar evolution. The course is aimed at advanced undergraduates, as well as graduate students focusing on astrophysics research. Credit can apply toward Physics major or Astrophysics minor. Prerequisites:PHYS 2252andMATH 1953, or instructor's permission.",4,Advanced
Physics & Astronomy,PHYS 3255 Black Holes and Cosmology  (4 Credits),"The very small, the very large, and the very gravitational provide extreme tests of physics. In this course, we will cover two of these: cosmology, i.e., the universe on large scales, or as a whole (the very large) and black holes (the very gravitational). We will cover some basics of special and general relativity and quantum mechanics relevant to these topics, and discuss recent research testing these frontiers of physics, emphasizing analogies that help to relate these exotica to more familiar physical systems. Prerequisites:PHYS 2252andMATH 1953.",4,Unknown
Physics & Astronomy,PHYS 3270 Workshop: Practical Astronomy  (1-5 Credits),"Capstone coursework featuring studies in experimental, computational, and/or theoretical work in astronomy and astrophysics. Credit can apply toward physics or astrophysics minor.",5,Advanced
